destination,duration_days,travelers,hotel_rating,transportation,season,activities_count,food_preference,travel_style,total_budget
Udaipur,12,8,2,Car,Peak,36,Non-Veg,Luxury,835720
Paris,10,4,2,Flight,Peak,12,Vegetarian,Budget,707520
Manali,5,5,1,Flight,Peak,14,Street Food,Luxury,199400
Bali,11,1,3,Flight,Peak,12,Fine Dining,Budget,159540
Manali,3,8,3,Bus,Shoulder,2,Vegetarian,Moderate,82860
Andaman,6,6,4,Train,Off-Peak,18,Street Food,Budget,308470
Manali,4,5,1,Flight,Off-Peak,10,Vegetarian,Moderate,121070
Rishikesh,12,2,2,Train,Off-Peak,34,Vegetarian,Luxury,173390
Manali,3,5,3,Train,Shoulder,7,Street Food,Moderate,79640
Manali,11,6,2,Flight,Shoulder,2,Vegetarian,Moderate,200370
Kerala,14,2,4,Flight,Shoulder,5,Street Food,Moderate,183800
Goa,4,3,2,Train,Shoulder,12,Fine Dining,Budget,77900
Rishikesh,4,8,4,Train,Shoulder,4,Non-Veg,Budget,167390
Varanasi,12,3,5,Flight,Off-Peak,36,Street Food,Budget,319840
Rishikesh,9,3,4,Car,Off-Peak,20,Non-Veg,Budget,185760
Varanasi,13,8,1,Flight,Shoulder,2,Non-Veg,Luxury,413340
Dubai,8,4,5,Flight,Off-Peak,10,Street Food,Moderate,675840
Ladakh,4,8,2,Train,Peak,6,Street Food,Luxury,233250
Paris,5,2,5,Flight,Off-Peak,9,Street Food,Luxury,638510
Kerala,14,3,4,Flight,Peak,16,Fine Dining,Budget,474410
Dubai,4,1,1,Flight,Shoulder,7,Non-Veg,Budget,62270
Goa,3,5,2,Flight,Shoulder,4,Fine Dining,Luxury,194620
Kerala,8,4,4,Flight,Off-Peak,18,Street Food,Budget,206250
Jaipur,7,8,1,Flight,Shoulder,12,Fine Dining,Luxury,480310
Dubai,6,4,3,Flight,Shoulder,5,Vegetarian,Budget,270970
Varanasi,6,5,3,Car,Shoulder,16,Fine Dining,Budget,182030
Manali,12,5,2,Bus,Shoulder,25,Non-Veg,Luxury,391750
Varanasi,3,3,5,Flight,Shoulder,5,Street Food,Luxury,152500
Ladakh,12,7,3,Flight,Off-Peak,33,Street Food,Budget,539590
Paris,5,6,2,Flight,Off-Peak,15,Street Food,Moderate,1114300
Bali,14,2,3,Flight,Peak,1,Vegetarian,Moderate,243090
Manali,6,6,1,Bus,Peak,9,Street Food,Luxury,155140
Dubai,5,1,3,Flight,Shoulder,14,Non-Veg,Moderate,115610
Jaipur,3,1,5,Flight,Shoulder,7,Fine Dining,Budget,52050
Rishikesh,12,7,2,Flight,Off-Peak,4,Vegetarian,Moderate,270650
Goa,8,7,5,Flight,Off-Peak,1,Street Food,Luxury,829080
Jaipur,13,8,3,Train,Peak,5,Street Food,Luxury,616120
Dubai,2,7,3,Flight,Peak,4,Vegetarian,Moderate,439620
Varanasi,11,1,1,Flight,Peak,21,Vegetarian,Budget,39650
Jaipur,3,7,1,Flight,Shoulder,1,Non-Veg,Moderate,104620
Singapore,11,7,5,Flight,Peak,9,Vegetarian,Budget,2142820
Andaman,3,5,5,Train,Peak,6,Vegetarian,Moderate,270580
Singapore,8,8,5,Flight,Shoulder,6,Vegetarian,Budget,1521480
Ladakh,3,5,3,Flight,Shoulder,1,Street Food,Budget,86950
Kerala,5,7,1,Train,Shoulder,10,Fine Dining,Budget,176250
Varanasi,13,5,4,Car,Off-Peak,31,Street Food,Budget,322370
Udaipur,13,3,5,Flight,Shoulder,21,Street Food,Moderate,646100
Dubai,11,4,4,Flight,Shoulder,28,Vegetarian,Moderate,799570
Dubai,3,1,3,Flight,Off-Peak,4,Fine Dining,Luxury,114050
Manali,7,1,3,Bus,Peak,19,Vegetarian,Budget,48830
Singapore,8,1,2,Flight,Off-Peak,12,Street Food,Luxury,192360
Andaman,8,1,5,Flight,Shoulder,10,Street Food,Moderate,190580
Udaipur,7,2,2,Flight,Peak,17,Fine Dining,Budget,98600
Dubai,4,7,3,Flight,Off-Peak,5,Vegetarian,Luxury,696920
Singapore,4,5,3,Flight,Off-Peak,5,Vegetarian,Luxury,661040
Singapore,11,4,3,Flight,Shoulder,24,Non-Veg,Moderate,726310
Ladakh,12,4,4,Bus,Off-Peak,22,Vegetarian,Moderate,389420
Andaman,12,6,3,Train,Peak,32,Fine Dining,Luxury,1196330
Singapore,13,6,2,Flight,Shoulder,5,Non-Veg,Budget,673010
Paris,10,5,4,Flight,Shoulder,26,Vegetarian,Budget,1432190
Singapore,7,3,2,Flight,Shoulder,19,Non-Veg,Luxury,615400
Dubai,14,7,3,Flight,Peak,14,Street Food,Moderate,1127590
Bali,11,1,2,Flight,Peak,15,Fine Dining,Moderate,153570
Goa,2,5,1,Flight,Off-Peak,1,Non-Veg,Moderate,64770
Bali,13,6,4,Flight,Shoulder,15,Fine Dining,Budget,1028110
Jaipur,12,8,4,Train,Shoulder,11,Fine Dining,Moderate,722710
Kerala,13,7,2,Flight,Peak,33,Fine Dining,Budget,569890
Singapore,5,4,3,Flight,Shoulder,2,Vegetarian,Luxury,531420
Rishikesh,9,4,4,Flight,Peak,21,Street Food,Moderate,338980
Jaipur,12,4,5,Flight,Peak,5,Street Food,Budget,535680
Singapore,8,1,2,Flight,Peak,24,Non-Veg,Budget,158720
Varanasi,6,5,1,Train,Shoulder,8,Street Food,Luxury,111670
Andaman,2,3,1,Train,Peak,1,Non-Veg,Moderate,26450
Rishikesh,2,3,1,Flight,Peak,4,Street Food,Luxury,74200
Andaman,9,8,4,Train,Shoulder,11,Street Food,Moderate,578580
Varanasi,6,6,5,Bus,Peak,9,Vegetarian,Luxury,534630
Paris,6,4,3,Flight,Off-Peak,4,Vegetarian,Budget,505190
Bali,5,6,3,Flight,Peak,4,Vegetarian,Luxury,749450
Singapore,4,4,2,Flight,Peak,11,Vegetarian,Budget,357210
Paris,3,5,5,Flight,Shoulder,6,Vegetarian,Moderate,904320
Andaman,6,1,4,Flight,Shoulder,1,Street Food,Moderate,71450
Manali,7,2,3,Flight,Off-Peak,16,Street Food,Budget,63140
Andaman,6,4,3,Train,Shoulder,15,Non-Veg,Budget,161970
Ladakh,2,7,5,Flight,Shoulder,2,Fine Dining,Budget,191610
Kerala,5,6,5,Train,Shoulder,8,Vegetarian,Budget,281040
Kerala,10,5,5,Car,Off-Peak,20,Vegetarian,Luxury,891610
Paris,11,5,5,Flight,Shoulder,6,Street Food,Luxury,3084860
Bali,11,2,5,Flight,Shoulder,21,Street Food,Luxury,708230
Ladakh,8,5,3,Flight,Off-Peak,1,Vegetarian,Moderate,180000
Varanasi,4,5,2,Car,Off-Peak,9,Street Food,Moderate,73520
Varanasi,6,8,1,Bus,Off-Peak,16,Street Food,Luxury,202110
Singapore,2,2,3,Flight,Shoulder,4,Vegetarian,Luxury,242450
Dubai,14,4,4,Flight,Shoulder,10,Fine Dining,Budget,750940
Rishikesh,13,1,1,Bus,Shoulder,5,Street Food,Moderate,33290
Goa,12,8,2,Flight,Shoulder,3,Non-Veg,Budget,297580
Jaipur,12,5,1,Train,Off-Peak,9,Vegetarian,Moderate,150850
Varanasi,9,6,2,Train,Shoulder,21,Non-Veg,Luxury,300770
Dubai,5,3,5,Flight,Shoulder,8,Fine Dining,Budget,451370
Dubai,2,7,4,Flight,Off-Peak,5,Vegetarian,Moderate,462100
Udaipur,3,6,3,Bus,Off-Peak,7,Vegetarian,Moderate,93420
Bali,6,1,5,Flight,Peak,14,Non-Veg,Moderate,247090
Dubai,2,6,5,Flight,Shoulder,3,Vegetarian,Luxury,614370
Manali,5,4,5,Flight,Peak,3,Non-Veg,Moderate,276240
Manali,10,3,3,Flight,Shoulder,3,Non-Veg,Budget,139070
Dubai,13,7,5,Flight,Shoulder,20,Street Food,Luxury,3336120
Ladakh,10,8,5,Bus,Off-Peak,21,Street Food,Luxury,1388990
Bali,8,4,1,Flight,Shoulder,6,Street Food,Luxury,442180
Paris,5,7,5,Flight,Peak,3,Fine Dining,Luxury,2854430
Andaman,6,3,2,Flight,Peak,5,Street Food,Moderate,108080
Paris,14,1,1,Flight,Shoulder,25,Non-Veg,Budget,228500
Manali,11,7,2,Train,Off-Peak,2,Fine Dining,Luxury,500820
Singapore,8,1,4,Flight,Peak,6,Non-Veg,Budget,212640
Varanasi,8,8,2,Train,Shoulder,16,Street Food,Moderate,195350
Paris,6,3,5,Flight,Off-Peak,10,Vegetarian,Budget,727230
Goa,13,1,2,Bus,Peak,31,Non-Veg,Budget,74060
Kerala,6,3,4,Flight,Off-Peak,13,Non-Veg,Luxury,245280
Kerala,12,4,3,Bus,Peak,8,Non-Veg,Budget,217310
Rishikesh,2,7,5,Flight,Off-Peak,4,Non-Veg,Luxury,229080
Varanasi,5,2,1,Flight,Peak,9,Vegetarian,Moderate,43720
Bali,2,4,4,Flight,Shoulder,4,Street Food,Budget,240460
Paris,11,5,4,Flight,Peak,33,Vegetarian,Luxury,2863010
Andaman,7,5,3,Flight,Peak,16,Vegetarian,Luxury,481910
Dubai,11,5,1,Flight,Peak,32,Fine Dining,Budget,739960
Paris,5,2,2,Flight,Peak,12,Fine Dining,Luxury,532080
Paris,9,6,4,Flight,Shoulder,27,Vegetarian,Luxury,2679860
Goa,14,4,1,Flight,Off-Peak,30,Vegetarian,Moderate,244050
Kerala,13,7,3,Flight,Off-Peak,19,Vegetarian,Luxury,654760
Singapore,13,4,5,Flight,Off-Peak,11,Vegetarian,Luxury,1589100
Manali,6,8,4,Train,Shoulder,3,Non-Veg,Moderate,289230
Andaman,7,8,4,Bus,Peak,17,Non-Veg,Budget,585490
Singapore,14,7,1,Flight,Off-Peak,42,Fine Dining,Luxury,2357940
Bali,12,1,2,Flight,Off-Peak,20,Fine Dining,Luxury,240760
Jaipur,12,5,3,Train,Shoulder,26,Vegetarian,Luxury,470980
Rishikesh,10,7,3,Train,Peak,25,Vegetarian,Luxury,708780
Manali,13,6,5,Flight,Shoulder,29,Non-Veg,Budget,865860
Bali,13,6,5,Flight,Peak,25,Vegetarian,Budget,1612550
Ladakh,3,3,4,Flight,Shoulder,2,Fine Dining,Luxury,152080
Goa,13,8,5,Flight,Shoulder,9,Vegetarian,Luxury,1674240
Jaipur,12,4,5,Car,Peak,5,Non-Veg,Budget,539130
Bali,11,7,4,Flight,Shoulder,28,Non-Veg,Moderate,1287110
Goa,5,8,2,Flight,Shoulder,9,Non-Veg,Moderate,235070
Udaipur,2,8,1,Train,Off-Peak,1,Fine Dining,Moderate,84190
Varanasi,9,5,2,Train,Shoulder,16,Vegetarian,Moderate,148320
Udaipur,5,4,1,Flight,Off-Peak,10,Vegetarian,Luxury,162260
Varanasi,6,7,5,Train,Shoulder,8,Vegetarian,Moderate,399940
Rishikesh,8,2,1,Bus,Shoulder,7,Vegetarian,Budget,40000
Singapore,4,7,4,Flight,Peak,6,Fine Dining,Moderate,947090
Goa,12,1,5,Flight,Peak,20,Vegetarian,Budget,284590
Andaman,3,6,5,Bus,Off-Peak,1,Vegetarian,Budget,126200
Bali,12,1,1,Flight,Shoulder,14,Fine Dining,Moderate,136990
Singapore,13,4,3,Flight,Off-Peak,32,Fine Dining,Budget,832380
Singapore,11,4,5,Flight,Off-Peak,3,Fine Dining,Budget,841360
Bali,10,6,5,Flight,Shoulder,16,Vegetarian,Luxury,1768760
Manali,5,1,3,Flight,Off-Peak,9,Fine Dining,Luxury,69180
Kerala,7,2,1,Flight,Off-Peak,21,Vegetarian,Budget,65110
Bali,6,1,5,Flight,Shoulder,6,Fine Dining,Budget,187860
Varanasi,11,8,5,Train,Off-Peak,3,Non-Veg,Budget,538030
Rishikesh,13,8,4,Car,Shoulder,28,Vegetarian,Luxury,1089950
Kerala,13,6,1,Bus,Shoulder,2,Non-Veg,Luxury,273150
Udaipur,10,4,5,Train,Shoulder,22,Non-Veg,Budget,462250
Rishikesh,5,7,2,Flight,Off-Peak,11,Non-Veg,Luxury,335280
Dubai,9,1,2,Flight,Shoulder,25,Street Food,Budget,128090
Goa,9,2,3,Car,Off-Peak,3,Fine Dining,Budget,81980
Manali,3,8,5,Flight,Shoulder,8,Street Food,Moderate,303990
Udaipur,3,3,5,Train,Peak,1,Non-Veg,Budget,121340
Rishikesh,9,6,4,Flight,Shoulder,17,Non-Veg,Budget,374070
Goa,5,7,1,Flight,Shoulder,9,Street Food,Budget,148140
Dubai,4,5,5,Flight,Shoulder,11,Non-Veg,Moderate,671380
Singapore,9,2,2,Flight,Shoulder,10,Street Food,Moderate,248310
Paris,7,2,3,Flight,Shoulder,8,Street Food,Moderate,369820
Varanasi,9,5,3,Train,Off-Peak,18,Non-Veg,Moderate,184690
Andaman,12,1,1,Bus,Shoulder,7,Vegetarian,Budget,36920
Andaman,9,4,2,Train,Shoulder,3,Fine Dining,Moderate,194140
Paris,8,8,1,Flight,Off-Peak,12,Vegetarian,Luxury,1986020
Rishikesh,2,4,5,Train,Peak,5,Non-Veg,Moderate,85040
Paris,2,3,4,Flight,Shoulder,5,Street Food,Budget,363210
Dubai,6,6,4,Flight,Peak,8,Non-Veg,Luxury,1089650
Jaipur,6,6,2,Flight,Shoulder,15,Vegetarian,Moderate,184540
Varanasi,13,8,5,Car,Off-Peak,9,Street Food,Budget,636730
Goa,12,4,2,Car,Off-Peak,10,Street Food,Budget,117300
Dubai,10,7,2,Flight,Off-Peak,30,Street Food,Luxury,1571460
Paris,6,8,4,Flight,Off-Peak,6,Non-Veg,Luxury,2148520
Jaipur,12,6,3,Train,Shoulder,12,Street Food,Luxury,370040
Jaipur,3,3,2,Train,Shoulder,2,Non-Veg,Luxury,48360
Rishikesh,14,1,4,Flight,Peak,38,Fine Dining,Luxury,310230
Rishikesh,7,5,3,Flight,Peak,18,Non-Veg,Moderate,286280
Rishikesh,5,2,3,Bus,Peak,15,Non-Veg,Moderate,70030
Goa,5,3,5,Flight,Shoulder,4,Fine Dining,Luxury,345710
Bali,2,5,4,Flight,Off-Peak,5,Street Food,Moderate,363560
Andaman,14,7,2,Flight,Peak,24,Vegetarian,Luxury,952620
Rishikesh,8,6,4,Flight,Off-Peak,7,Fine Dining,Moderate,377120
Dubai,12,3,2,Flight,Peak,11,Fine Dining,Luxury,658310
Rishikesh,11,5,4,Train,Off-Peak,14,Street Food,Budget,259920
Jaipur,5,1,5,Flight,Peak,2,Street Food,Budget,94930
Kerala,10,1,2,Car,Off-Peak,29,Street Food,Moderate,56400
Rishikesh,14,5,4,Flight,Peak,41,Vegetarian,Moderate,766080
Jaipur,6,4,1,Flight,Peak,2,Vegetarian,Moderate,83910
Singapore,8,7,2,Flight,Peak,17,Fine Dining,Moderate,1172350
Ladakh,3,5,1,Train,Shoulder,8,Street Food,Budget,74110
Bali,7,2,1,Flight,Off-Peak,1,Fine Dining,Luxury,244140
Goa,8,7,1,Train,Peak,6,Street Food,Budget,126910
Bali,2,2,4,Flight,Shoulder,5,Fine Dining,Budget,132860
Dubai,11,2,4,Flight,Peak,20,Fine Dining,Budget,412810
Andaman,8,8,5,Train,Shoulder,16,Non-Veg,Budget,892090
Andaman,7,1,2,Car,Shoulder,5,Non-Veg,Luxury,60760
Varanasi,6,5,1,Train,Peak,1,Street Food,Budget,52910
Varanasi,2,3,2,Train,Peak,3,Vegetarian,Moderate,23710
Manali,6,6,2,Car,Off-Peak,7,Vegetarian,Moderate,131540
Ladakh,9,6,3,Flight,Peak,6,Non-Veg,Moderate,366580
Bali,4,3,1,Flight,Peak,9,Vegetarian,Moderate,254040
Kerala,2,6,2,Flight,Shoulder,4,Vegetarian,Budget,85580
Kerala,8,7,2,Flight,Peak,11,Vegetarian,Moderate,297680
Paris,4,5,5,Flight,Peak,4,Fine Dining,Budget,987560
Paris,14,3,3,Flight,Peak,11,Street Food,Moderate,858620
Kerala,14,4,5,Flight,Shoulder,19,Vegetarian,Luxury,1055480
Udaipur,12,7,3,Flight,Off-Peak,18,Non-Veg,Luxury,710110
Varanasi,13,1,2,Flight,Peak,34,Street Food,Luxury,97840
Manali,6,7,2,Bus,Off-Peak,2,Fine Dining,Budget,163170
Goa,14,5,5,Bus,Off-Peak,7,Fine Dining,Luxury,1205410
Varanasi,3,3,2,Train,Peak,2,Vegetarian,Luxury,42750
Ladakh,6,5,4,Train,Peak,4,Vegetarian,Moderate,276920
Ladakh,13,1,1,Flight,Shoulder,23,Street Food,Luxury,106090
Rishikesh,13,5,5,Flight,Off-Peak,32,Non-Veg,Moderate,765630
Ladakh,11,7,4,Flight,Peak,29,Non-Veg,Budget,870460
Paris,2,5,4,Flight,Shoulder,1,Non-Veg,Budget,567710
Rishikesh,2,4,4,Train,Peak,5,Non-Veg,Moderate,66080
Kerala,14,5,1,Flight,Off-Peak,16,Fine Dining,Budget,315890
Kerala,8,6,4,Car,Shoulder,5,Street Food,Moderate,296210
Rishikesh,2,4,1,Flight,Shoulder,4,Vegetarian,Moderate,63520
Ladakh,12,2,2,Flight,Shoulder,25,Fine Dining,Budget,171480
Rishikesh,5,4,1,Flight,Off-Peak,13,Fine Dining,Budget,141160
Kerala,13,7,1,Train,Off-Peak,23,Non-Veg,Budget,288250
Rishikesh,9,4,3,Train,Peak,3,Vegetarian,Moderate,144870
Bali,9,5,4,Flight,Shoulder,9,Street Food,Budget,599120
Dubai,9,8,1,Flight,Shoulder,25,Vegetarian,Luxury,1556730
Udaipur,10,2,5,Flight,Shoulder,28,Fine Dining,Luxury,476730
Udaipur,5,7,1,Bus,Peak,11,Non-Veg,Luxury,234630
Varanasi,9,4,4,Train,Off-Peak,19,Vegetarian,Budget,154610
Paris,2,5,1,Flight,Off-Peak,6,Street Food,Moderate,682360
Dubai,6,4,1,Flight,Shoulder,6,Vegetarian,Luxury,421570
Singapore,10,8,4,Flight,Peak,22,Street Food,Luxury,2773400
Andaman,7,8,2,Flight,Peak,10,Vegetarian,Budget,293220
Rishikesh,7,8,5,Car,Shoulder,15,Vegetarian,Budget,514700
Singapore,9,3,5,Flight,Peak,18,Non-Veg,Luxury,1754590
Kerala,9,6,2,Flight,Off-Peak,19,Vegetarian,Luxury,394600
Goa,12,5,1,Train,Shoulder,36,Fine Dining,Moderate,394490
Paris,5,1,3,Flight,Peak,8,Street Food,Budget,162730
Varanasi,7,7,4,Flight,Peak,14,Fine Dining,Moderate,497030
Manali,6,5,1,Flight,Off-Peak,9,Vegetarian,Moderate,130080
Goa,4,4,1,Flight,Shoulder,5,Vegetarian,Moderate,82910
Bali,9,3,5,Flight,Shoulder,17,Non-Veg,Budget,616530
Rishikesh,12,6,3,Flight,Peak,18,Fine Dining,Luxury,840550
Bali,13,3,3,Flight,Peak,39,Street Food,Luxury,837110
Andaman,8,6,3,Flight,Shoulder,17,Street Food,Luxury,563590
Dubai,13,4,4,Flight,Peak,4,Fine Dining,Budget,777240
Paris,13,3,3,Flight,Off-Peak,38,Vegetarian,Moderate,1008500
Udaipur,9,2,5,Flight,Off-Peak,13,Vegetarian,Luxury,278580
Ladakh,5,1,3,Flight,Peak,6,Street Food,Budget,40420
Manali,5,2,4,Train,Shoulder,8,Fine Dining,Budget,71570
Goa,9,2,2,Bus,Off-Peak,23,Street Food,Budget,65560
Jaipur,13,6,1,Flight,Shoulder,12,Street Food,Budget,186670
Bali,2,5,2,Flight,Off-Peak,5,Vegetarian,Moderate,365120
Andaman,9,7,2,Car,Peak,15,Vegetarian,Budget,350100
Ladakh,5,2,4,Train,Peak,10,Vegetarian,Moderate,101890
Andaman,6,8,2,Flight,Peak,10,Street Food,Moderate,346650
Rishikesh,4,1,2,Flight,Peak,7,Vegetarian,Moderate,30470
Paris,7,1,2,Flight,Shoulder,3,Non-Veg,Moderate,160780
Bali,9,4,1,Flight,Peak,5,Vegetarian,Luxury,487740
Udaipur,8,7,3,Flight,Peak,11,Non-Veg,Luxury,594700
Ladakh,4,2,4,Car,Shoulder,4,Fine Dining,Budget,67160
Rishikesh,13,7,1,Train,Off-Peak,1,Fine Dining,Luxury,542100
Jaipur,10,1,3,Train,Peak,4,Non-Veg,Moderate,71630
Udaipur,10,7,3,Flight,Shoulder,5,Street Food,Budget,283170
Goa,9,1,3,Train,Shoulder,1,Fine Dining,Budget,59570
Varanasi,2,7,5,Train,Shoulder,3,Vegetarian,Budget,91820
Varanasi,12,7,2,Car,Shoulder,36,Street Food,Luxury,439760
Andaman,5,6,4,Flight,Shoulder,11,Non-Veg,Moderate,349100
Manali,7,2,4,Bus,Off-Peak,15,Fine Dining,Budget,101420
Jaipur,9,5,5,Flight,Peak,27,Non-Veg,Moderate,796510
Ladakh,14,5,3,Train,Peak,5,Street Food,Moderate,395540
Manali,5,5,4,Bus,Shoulder,5,Street Food,Budget,127860
Paris,14,7,3,Flight,Peak,10,Non-Veg,Budget,1678320
Singapore,6,8,1,Flight,Off-Peak,17,Vegetarian,Budget,784670
Rishikesh,13,2,2,Train,Shoulder,5,Fine Dining,Budget,109680
Rishikesh,11,5,2,Flight,Shoulder,8,Non-Veg,Moderate,236730
Udaipur,14,4,1,Train,Off-Peak,2,Fine Dining,Luxury,329860
Bali,11,1,3,Flight,Off-Peak,33,Vegetarian,Luxury,243290
Goa,5,4,3,Train,Peak,6,Vegetarian,Luxury,154290
Manali,13,1,3,Flight,Off-Peak,15,Fine Dining,Luxury,150650
Dubai,8,1,2,Flight,Peak,8,Vegetarian,Budget,95760
Andaman,11,5,4,Flight,Peak,5,Non-Veg,Moderate,644970
Udaipur,8,5,2,Train,Peak,23,Fine Dining,Luxury,476770
Jaipur,8,3,1,Train,Shoulder,20,Fine Dining,Luxury,217030
Paris,7,2,2,Flight,Shoulder,1,Non-Veg,Budget,239610
Manali,13,5,4,Flight,Off-Peak,23,Street Food,Luxury,677930
Manali,14,7,4,Flight,Off-Peak,41,Vegetarian,Budget,619620
Bali,11,6,1,Flight,Shoulder,16,Street Food,Moderate,633950
Andaman,6,6,1,Train,Peak,11,Non-Veg,Budget,180390
Jaipur,2,8,2,Car,Off-Peak,5,Street Food,Moderate,76560
Kerala,8,2,2,Train,Off-Peak,12,Fine Dining,Moderate,87950
Rishikesh,8,2,5,Train,Off-Peak,11,Non-Veg,Luxury,202030
Goa,10,4,3,Flight,Shoulder,27,Non-Veg,Luxury,407410
Rishikesh,10,6,5,Train,Off-Peak,4,Non-Veg,Budget,405340
Andaman,7,7,5,Flight,Shoulder,20,Street Food,Budget,819300
Andaman,13,3,2,Flight,Off-Peak,16,Vegetarian,Budget,178580
Jaipur,6,2,5,Flight,Off-Peak,12,Fine Dining,Luxury,222920
Rishikesh,13,1,2,Car,Peak,33,Vegetarian,Budget,78520
Udaipur,3,1,4,Flight,Shoulder,6,Vegetarian,Budget,33750
Dubai,14,5,3,Flight,Shoulder,15,Fine Dining,Luxury,1306540
Manali,12,5,2,Train,Peak,14,Non-Veg,Budget,231160
Manali,10,7,4,Car,Off-Peak,21,Vegetarian,Moderate,471000
Udaipur,13,5,4,Train,Off-Peak,9,Vegetarian,Luxury,645150
Manali,12,1,3,Flight,Peak,33,Fine Dining,Budget,118520
Rishikesh,4,7,1,Bus,Off-Peak,9,Street Food,Moderate,119010
Singapore,11,6,2,Flight,Peak,19,Non-Veg,Budget,818890
Bali,5,3,2,Flight,Shoulder,3,Fine Dining,Moderate,260460
Singapore,4,8,4,Flight,Shoulder,6,Street Food,Luxury,1236970
Kerala,3,6,2,Flight,Shoulder,9,Fine Dining,Moderate,181540
Jaipur,13,7,2,Train,Off-Peak,26,Street Food,Luxury,479870
Ladakh,4,1,3,Train,Off-Peak,11,Non-Veg,Moderate,37630
Singapore,11,5,4,Flight,Shoulder,4,Street Food,Luxury,1409040
Paris,5,3,5,Flight,Shoulder,4,Non-Veg,Luxury,1127310
Kerala,7,5,4,Flight,Shoulder,21,Street Food,Luxury,514210
Andaman,13,8,4,Train,Peak,34,Street Food,Budget,1102490
Paris,3,4,5,Flight,Shoulder,5,Fine Dining,Luxury,1028780
Manali,3,6,4,Flight,Off-Peak,6,Vegetarian,Budget,125950
Udaipur,5,8,4,Train,Peak,7,Non-Veg,Luxury,524510
Bali,8,6,3,Flight,Off-Peak,20,Street Food,Luxury,1008090
Manali,13,8,5,Train,Peak,9,Vegetarian,Budget,1131490
Dubai,3,1,1,Flight,Peak,5,Non-Veg,Luxury,102310
Dubai,8,1,4,Flight,Peak,11,Vegetarian,Moderate,220980
Bali,7,2,3,Flight,Off-Peak,2,Street Food,Moderate,153640
Paris,14,1,5,Flight,Peak,1,Fine Dining,Luxury,1407810
Rishikesh,13,8,2,Flight,Off-Peak,12,Street Food,Luxury,538150
Ladakh,13,7,4,Flight,Off-Peak,9,Fine Dining,Luxury,1211260
Goa,7,2,4,Flight,Shoulder,5,Fine Dining,Budget,104540
Jaipur,6,4,2,Flight,Shoulder,15,Fine Dining,Luxury,257630
Udaipur,9,8,2,Flight,Off-Peak,26,Non-Veg,Moderate,467530
Singapore,7,8,3,Flight,Peak,7,Vegetarian,Budget,820320
Dubai,11,8,5,Flight,Peak,17,Vegetarian,Moderate,2612070
Manali,12,3,5,Flight,Shoulder,6,Vegetarian,Moderate,499410
Andaman,8,7,5,Bus,Off-Peak,9,Street Food,Budget,621880
Paris,3,8,1,Flight,Peak,5,Non-Veg,Moderate,1099700
Rishikesh,12,4,1,Flight,Shoulder,13,Street Food,Luxury,228660
Kerala,7,6,5,Flight,Off-Peak,13,Street Food,Budget,376140
Goa,9,2,1,Train,Peak,17,Non-Veg,Luxury,111650
Singapore,9,7,3,Flight,Off-Peak,14,Vegetarian,Budget,871440
Manali,6,4,4,Train,Peak,4,Street Food,Budget,137720
Udaipur,7,7,3,Flight,Off-Peak,2,Fine Dining,Budget,284750
Varanasi,8,7,2,Car,Peak,21,Street Food,Budget,187350
Paris,3,1,3,Flight,Off-Peak,2,Street Food,Moderate,132450
Rishikesh,9,1,3,Bus,Off-Peak,4,Vegetarian,Budget,35460
Varanasi,14,4,4,Train,Off-Peak,41,Non-Veg,Luxury,467740
Kerala,9,3,5,Flight,Off-Peak,18,Street Food,Moderate,357770
Paris,2,6,3,Flight,Shoulder,5,Vegetarian,Moderate,789750
Kerala,13,7,5,Bus,Peak,21,Fine Dining,Luxury,2496560
Udaipur,2,1,2,Train,Peak,6,Vegetarian,Budget,12720
Andaman,10,4,4,Bus,Shoulder,1,Non-Veg,Budget,230320
Singapore,10,5,1,Flight,Shoulder,16,Street Food,Budget,560820
Paris,11,2,5,Flight,Shoulder,12,Fine Dining,Budget,725380
Varanasi,14,7,1,Train,Off-Peak,24,Fine Dining,Luxury,670360
Kerala,5,6,3,Bus,Off-Peak,9,Fine Dining,Luxury,282660
Goa,8,4,1,Bus,Peak,5,Non-Veg,Luxury,147000
Singapore,5,6,2,Flight,Off-Peak,14,Street Food,Luxury,999220
Manali,7,4,3,Bus,Off-Peak,21,Street Food,Moderate,143050
Kerala,8,5,4,Flight,Shoulder,22,Fine Dining,Moderate,440190
Dubai,4,4,1,Flight,Peak,2,Fine Dining,Luxury,399400
Rishikesh,10,1,5,Train,Shoulder,24,Fine Dining,Moderate,212800
Paris,12,6,5,Flight,Peak,1,Fine Dining,Luxury,3906560
Goa,10,7,4,Train,Shoulder,9,Street Food,Moderate,449220
Jaipur,9,7,4,Flight,Shoulder,26,Fine Dining,Moderate,684940
Jaipur,5,4,3,Bus,Shoulder,5,Street Food,Budget,58990
Udaipur,11,3,2,Bus,Off-Peak,28,Non-Veg,Luxury,249170
Manali,7,1,2,Flight,Shoulder,7,Street Food,Budget,29530
Varanasi,2,6,2,Flight,Shoulder,1,Fine Dining,Luxury,138440
Udaipur,4,7,1,Train,Off-Peak,10,Street Food,Budget,105160
Ladakh,7,8,4,Flight,Shoulder,13,Vegetarian,Luxury,796550
Paris,7,2,5,Flight,Off-Peak,3,Street Food,Moderate,475520
Paris,5,7,4,Flight,Shoulder,4,Street Food,Luxury,1838100
